function_name,data_length,runtime_speed_secs
silly_sort,2,6.198883056640625e-06
silly_sort,4,7.152557373046875e-06
silly_sort,6,0.0003807544708251953
silly_sort,8,0.11152148246765137
silly_sort,10,0.466693639755249
stupid_sort,2,1.1920928955078125e-06
stupid_sort,4,7.152557373046875e-07
stupid_sort,6,4.76837158203125e-07
stupid_sort,8,4.76837158203125e-07
stupid_sort,10,7.152557373046875e-07
